,Review,Review_norm
0,kecewa banget saya pesan yang free pouch tapi dikirimnya cotton pad kaget pas unboxing untung di videokan segera kabarin customer servicenya dan disuruh isi googleform untuk dikirimkan ulang pouchnya setelah hari nggak ada kabar akhirnya saya tanya lagi dan hanya dikabari kalau stock pouch ternyata sudah habis padahal baik baik dan sabar ikutin prosedur dari customer service karena masih berpikiran positif ternyata begini caranya ya,kecewa banget saya pesan yang free pouch tapi dikirimnya cotton pad kaget pas unboxing untung di videokan segera kabarin customer servicenya dan disuruh isi googleform untuk dikirimkan ulang pouchnya setelah hari enggak ada kabar akhirnya saya tanya lagi dan hanya dikabari kalau stock pouch ternyata sudah habis padahal baik baik dan sabar mengikuti prosedur dari customer service karena masih berpikiran positif ternyata begini caranya ya
1,kali ini pengemasan tidak safe sepertinya tutup botol tidak kencang sehingga toner merembes keluar sampai dus basah saya memang tidak membuat video unboxing karna saya selalu mendapat produk dan packaging yg bagus dari avoskin saya kira dus basah karna hujan pas dibuka ternyata botol sudah kosong semoga mendapat tanggapan dari avoskin,kali ini pengemasan tidak safe sepertinya tutup botol tidak kencang sehingga toner merembes keluar sampai dus basah saya memang tidak membuat video unboxing karena saya selalu mendapat produk dan packaging yang bagus dari avoskin saya kira dus basah karena hujan pas dibuka ternyata botol sudah kosong semoga mendapat tanggapan dari avoskin
2,paket datangnya barang sudah pecah dan sy return ke seller sudah ikuti komplain proses dan lain sebagainya tapi malah akhirnya tiba seakan akan pesanan selesai sy terima barang dan uangnya dilepas ke seller sy kecewa sekali dan jd agak trauma untuk beli barang ksini chat seller untuk nanyain brg ud diterima tp dijawab formalitas saja baru kali ini sy belanja brg tidak diterima tp uang tidak kembali mungkin uangnya ga seberapa cuman krn responsnya yg mengecewakan mohon improvement untuk selanjutnya thx,paket datangnya barang sudah pecah dan saya return ke seller sudah ikuti komplain proses dan lain sebagainya tapi malah akhirnya tiba seakan akan pesanan selesai saya terima barang dan uangnya dilepas ke seller saya kecewa sekali dan jadi agak trauma untuk beli barang kesini chat seller untuk nanyain barang sudah diterima tapi dijawab formalitas saja baru kali ini saya belanja barang tidak diterima tapi uang tidak kembali mungkin uangnya enggak seberapa cuman karena responsnya yang mengecewakan mohon improvement untuk selanjutnya thanks
3,ga ada sabun nya ga sesuai deskripsi,enggak ada sabun nya enggak sesuai deskripsi
4,ga sesuai harapan,enggak sesuai harapan
5,nyesal beli disini,nyesal beli disini
6,ga jelas,enggak jelas
7,kalau ga da free ny di infokan lagi jangan asal acc aja,kalau enggak dah free nya di infokan lagi jangan asal acc saja
8,yang sebelumnya ada bekas jerawat malah jadi muncul di bagian yang ga pernah jerawat malah jadi jerawatan terus muncul bruntusan di beberapa bagian,yang sebelumnya ada bekas jerawat malah jadi muncul di bagian yang enggak pernah jerawat malah jadi jerawatan terus muncul bruntusan di beberapa bagian
9,cukup kecewa,cukup kecewa
10,sayang banget,sayang banget
11,mohon maaf tapi masih kurang,mohon maaf tapi masih kurang
12,hasil pemakaian di apply biasa muncul whitecas di tap tap kok malah sperti itu ya,hasil pemakaian di apply biasa muncul whitecas di tapi tapi kok malah seperti itu ya
13,sejauh ini cukup mengecewakan,sejauh ini cukup mengecewakan
14,isinya cuma angin doang,isinya cuma angin doang
15,udah di pencet ga keluar isinya,sudah di pencet enggak keluar isinya
16,khusus ss agak kecewa susah keluar heran kenapa ngga ada versi besarnya juga ss nya,khusus ss agak kecewa susah keluar heran kenapa enggak ada versi besarnya juga ss nya
17,minta cancel krn slah pesen gk mau cancel padahal bs balasin message inbox,meminta cancel karena salah pesan enggak mau cancel padahal bisa balasin message inbox
18,kalau memang gabisa dicancel bilang aja gabisa admin jangan suruh nunggu batal otomatis taunya udah tinggal jam lg batal malah diproses konfirmasi sampe ke admin hasilnya ga dicancel malah dikirim kalau mau habisin stock ya blg aja gausah suruh nunggu lah apa lah service tidak professional padahal official store belanja di official store lain gapernah ribet masalah cancel hanya di avoskin saja yang baru kayak gini poor service,kalau memang enggak bisa dicancel bilang saja enggak bisa admin jangan suruh menunggu batal otomatis taunya sudah tinggal jam lagi batal malah diproses konfirmasi sampai ke admin hasilnya enggak dicancel malah dikirim kalau mau habisin stock ya bilang saja enggak usah suruh menunggu lah apa lah service tidak professional padahal official store belanja di official store lain enggak pernah ribet masalah cancel hanya di avoskin saja yang baru kayak begini poor service
19,dapat retinol sheet mask yg klau beli di seller lain cuma berkisar rb,dapat retinol sheet mask yang kalau beli di seller lain cuma berkisar ribu
20,sekelas avoskin yg hits kasi mystery box ke pembeli gini banget sheetmask beli di sebelah cuman rb tokopedia please saring lagi lah klo mau ajakin brand bikin mystery box brand lain lebih niat,sekelas avoskin yang hits kasih mystery box ke pembeli begini banget sheetmask beli di sebelah cuman ribu tokopedia please saring lagi lah kalo mau mengajak brand bikin mystery box brand lain lebih niat
21,kecewa banget pokoknya,kecewa banget pokoknya
22,kecewaaaaa pengiriman lama wajah jadi breakout gatau harus gimana lagi ga ngerti,kecewaaaaa pengiriman lama wajah jadi breakout enggak tau harus bagaimana lagi enggak mengerti
23,muka lamgsung breakout pake avoskin ini udah pengiriman lama banget terus sekalinya pake malah bikin breakout,muka lamgsung breakout pakai avoskin ini sudah pengiriman lama banget terus sekalinya pakai malah bikin breakout
24,selama belanja online paket ini paling lama nyampenya ternyata temen yang lain disini juga sama reviewnya semoga segera mungkin diperbaiki ya sistemnya,selama belanja online paket ini paling lama sampainya ternyata teman yang lain disini juga sama reviewnya semoga segera mungkin diperbaiki ya sistemnya
25,tim avo salah kirim barang yg dikirim toner dengan harga rb karena sdg musim pandemi saya malas kirim balik barang toh ongkir juga saya yg tanggung pastinya kan saya juga akhirnya memutuskan untuk tetap beli serum ini saya pikir hal normal klo kesalahan penjual untuk selisih bayar bukan tanggung jawab pembeli dong ya saya pikir jg rb walaupun avo juga kasih voucher untuk pembelian senilai rb saya kasih kabar cs kalau saya sudah beli serum dan dipastikan jgn ada salah kirim lagi yg saya dapatkan adalah saya diminta bayar kekurangan ya ampun bukan masalah rb sih cuma pake logika aja kalian yg salah kalian yg bkn ribet kemudian apakah diperbolehkan saya tokopedia untuk trf ke rekening seller ya,tim avo salah kirim barang yang dikirim toner dengan harga ribu karena sedang musim pandemi saya malas kirim balik barang toh ongkir juga saya yang tanggung pastinya kan saya juga akhirnya memutuskan untuk tetap beli serum ini saya pikir hal normal kalo kesalahan penjual untuk selisih bayar bukan tanggung jawab pembeli dong ya saya pikir juga ribu walaupun avo juga kasih voucher untuk pembelian senilai ribu saya kasih kabar customer service kalau saya sudah beli serum dan dipastikan jangan ada salah kirim lagi yang saya dapatkan adalah saya diminta bayar kekurangan ya ampun bukan masalah ribu sih cuma pakai logika saja kalian yang salah kalian yang bukan ribet kemudian apakah diperbolehkan saya tokopedia untuk trf ke rekening seller ya
26,kecewa,kecewa
27,tokok tidak amanah pembohong gak sesuai ucapan jualan asal laku aja kecewa,tokok tidak amanah pembohong enggak sesuai ucapan jualan asal laku saja kecewa
28,kecewa sama pembelian di toko ini saya dikirim barang rusak tapi tidak ada tanggubg jawab dan dipersulit liat deh serum nya mengkristal ga jelas gt dan tisp beli selalu aja isi produk di dalamnya berdebu,kecewa sama pembelian di toko ini saya dikirim barang rusak tapi tidak ada tanggubg jawab dan dipersulit lihat deh serum nya mengkristal enggak jelas begitu dan tisp beli selalu saja isi produk di dalamnya berdebu
29,belum terlihat manfaatnya,belum terlihat manfaatnya
30,suncreen spf isinya kosong ngak ngerti dengan qcnya,suncreen spf isinya kosong enggak mengerti dengan qcnya
31,dari awal menerima isi udah berkurang cukup bnyak kali prtama kecewa,dari awal menerima isi sudah berkurang cukup banyak kali prtama kecewa
32,gak ada isinya kecewa banget,enggak ada isinya kecewa banget
33,bruntusan,bruntusan
34,ga cocok banget sm kulitku sedih bawah mata bengkak pdahal baru pake kali spertinya alergi sm bbrp bahan di dalamnya sayang banget,enggak cocok banget sama kulitku sedih bawah mata bengkak padahal baru pakai kali sepertinya alergi sama beberapa bahan di dalamnya sayang banget
35,aku pesen pcs toner essence  dikabari ekspedisi dusnya rembes air sedih padahal tonerku udh tiris jdinya kutolak paketnya ujungnya duit dibalikin huft bikin lama lagi di video yg dikirimin ekspedisi terlihat tonernya ini aman gak berkurang sama skali tp mau ga mau kubalikin nya,aku pesan pcs toner essence  dikabari ekspedisi dusnya rembes air sedih padahal tonerku sudah tiris jdinya kutolak paketnya ujungnya duit dibalikin huft bikin lama lagi di video yang dikirimin ekspedisi terlihat tonernya ini aman enggak berkurang sama sekali tapi mau enggak mau kubalikin nya
36,bocor paket basah sedih,bocor paket basah sedih
37,ga kebayang kalo sunscreen ml itu stlh dipencet isinya hampir ga ada maaf ya tapi mending ganti sku yg lbh banyak ml nya,enggak terbayang kalo sunscreen ml itu setelah dipencet isinya hampir enggak ada maaf ya tapi mending ganti sku yang lebih banyak ml nya
38,udah pede ga akan ada masalah karena dari official store jadi pas buka ga divideo taunya ada satu yg atasnya udah sobek gitu dan tentunya semua essencenya kering sudah lesson learned jaman skrg memang semua paket harus video unboxing bahkan dari toko terpercaya sekalipun,sudah percaya diri enggak akan ada masalah karena dari official store jadi pas buka enggak divideo taunya ada satu yang atasnya sudah sobek begitu dan tentunya semua essencenya kering sudah lesson learned jaman sekarang memang semua paket harus video unboxing bahkan dari toko terpercaya sekalipun
39,hasilnya belom nampak udah minggu pemakaian,hasilnya belum menampak sudah minggu pemakaian
40,segel plastik  sdh gk ada pas  buka krtas dlm  udh robek kek udh di unboxing,segel plastik  sudah enggak ada pas  buka krtas dalam  sudah robek kayak sudah di unboxing
41,tutup tidak rapat bocor sampai isinya habis proses komplain ribet sekali harus kirim balik kemasan kosongnya,tutup tidak rapat bocor sampai isinya habis proses komplain ribet sekali harus kirim balik kemasan kosongnya
42,no review found,no review found
43,tidak diberikan bonus sesuai deskripsi,tidak diberikan bonus sesuai deskripsi
44,timbul banyak jerawat kecil,timbul banyak jerawat kecil
45,gak cocok bikin gatal dan iritasi pas pemakaian minggu coba berhenti minggu trus pake lagi ternyata sama aja gatal dan iritasi jd breakout gitu,enggak cocok bikin gatal dan iritasi pas pemakaian minggu coba berhenti minggu terus pakai lagi ternyata sama saja gatal dan iritasi jadi breakout begitu
46,kok bisa isinya kosong aduhhh,kok bisa isinya kosong aduh
47,aku senang dapat pc nya yoongi tapi aku kecewa sama barangnya aku mau coba make sunscreennya udah aku pencet kok gak mau keluar ternyata isinya udah mau habis,aku senang dapat pc nya yoongi tapi aku kecewa sama barangnya aku mau coba memakai sunscreennya sudah aku pencet kok enggak mau keluar ternyata isinya sudah mau habis
48,promonya serum toner tp dikirim duanya serum,promonya serum toner tapi dikirim duanya serum
49,saya sudah checkout yang ada free guasha tapi pas sampai guashanya tidak ada harusnya yang dapat guasha sesuai yang sudah checkout duluan bukan bayar duluan,saya sudah checkout yang ada free guasha tapi pas sampai guashanya tidak ada harusnya yang dapat guasha sesuai yang sudah checkout duluan bukan bayar duluan
50,sebenernya gue suka sama produk avoskin cuman kalo lagi butuh tu pas kita travelling sla eta estimasi pengiriman tu ngga sesuai mana ngga ada keterangan pengiriman barang  lagi sampe gue baca lagi tu diskripsi ngga ada juga keterangan barang dikirim  gue beli biasanya di copi sih tapi karena copi ngga bisa milih kurir akhir kesini lhaa malah lebih parah pas ngajuin komplain pun ngga ditanggepin barang tetep dikirim ketika ditanya jawaban mereka templated,sebenarnya gue suka sama produk avoskin cuman kalo lagi butuh itu pas kita travelling sla eta estimasi pengiriman itu enggak sesuai mana enggak ada keterangan pengiriman barang  lagi sampai gue baca lagi itu diskripsi enggak ada juga keterangan barang dikirim  gue beli biasanya di copi sih tapi karena copi enggak bisa memilih kurir akhir kesini lhaa malah lebih parah pas mengajukan komplain pun enggak ditanggepin barang tetap dikirim ketika ditanya jawaban mereka templated
51,lama nya minta ampunnnn,lama nya meminta ampun
52,barangnya gapernah sampe dari tanggal karna ilang kesalahan anteraja jadi gatau harus review apa,barangnya enggak pernah sampai dari tanggal karena hilang kesalahan anteraja jadi enggak tau harus review apa
53,beli ini beserta skin care yg lain nya tapitidak pernah menerima sheet mask ini complaint lama banget dan ujung ujung nya tidak bisa ditindak lanjuti kecewa banget,beli ini beserta skin care yang lain nya tapitidak pernah menerima sheet mask ini complaint lama banget dan ujung ujung nya tidak bisa ditindak lanjuti kecewa banget
54,harusnya dpt free sesuai jam ordernya udah buru cekout biar ga habis pesenan  yg dtg cuma produk nya free nya ga dapat asli kecewa dan baru ngalamin yg ginian,harusnya dapat free sesuai jam ordernya sudah buru cekout biar enggak habis pesanan  yang datang cuma produk nya free nya enggak dapat asli kecewa dan baru ngalamin yang beginian
55,pengiriman lama seller salah kirim barang barang yg dikirim berlebih saya disuruh bungkus pake kardus dan bubble wrap terus saya dilempar dari satu cs ke cs yg lain dan terus menerus harus mengulang informasi yang sama mana saya punya kan saya gak jualan online habis itu di tanggal yg dijadwalkan dipick up barangnya gak dipick up padahal sudah whatsappan saya disuruh nungguin sampe gak keluar apartemen seharian malah gak dateng yg pick upnya sudah saya bilang besoknya saya ke luar kota  ditelpon terus sama anter aja disuruh kirim barangnya asap bad experience sekali sungguh mengecewakan,pengiriman lama seller salah kirim barang barang yang dikirim berlebih saya disuruh bungkus pakai kardus dan bubble wrap terus saya dilempar dari satu customer service ke customer service yang lain dan terus menerus harus mengulang informasi yang sama mana saya punya kan saya enggak jualan online habis itu di tanggal yang dijadwalkan dipick up barangnya enggak dipick up padahal sudah whatsappan saya disuruh menunggu sampai enggak keluar apartemen seharian malah enggak datang yang pick upnya sudah saya bilang besoknya saya ke luar kota  ditelpon terus sama anter saja disuruh kirim barangnya asap bad experience sekali sungguh mengecewakan
56,paket sampe trnyata serumnya pecah dan packaging basah smua sampe kertas boxnya lepek dan berurai udh komplain kirim video ke chatbox disuruh kirim video ke email udah juga tp no respon udah lewat wa ga dk respon jg udh mau sminggu ga kelar ngurusinnya muter muter doang ngmgnya baru kali ini aku kecewa sama pelayanan avoskin,paket sampai ternyata serumnya pecah dan packaging basah semua sampai kertas boxnya lepek dan berurai sudah komplain kirim video ke chatbox disuruh kirim video ke email sudah juga tapi no respon sudah lewat wa enggak dk respon juga sudah mau sminggu enggak kelar ngurusinnya muter muter doang ngmgnya baru kali ini aku kecewa sama pelayanan avoskin
57,sudah nunggu nya lama sampai hari lalu produk yang dikirim tidak sesuai mau ajuin komplain tp males ngebayangin mesti nunggu seminggu lagi kasih bintang aja,sudah menunggu nya lama sampai hari lalu produk yang dikirim tidak sesuai mau ajuin komplain tapi malas ngebayangin mesti menunggu seminggu lagi kasih bintang saja
58,setau saya saya beli avoskin basic skit set yg seharusnya isinya dua night cream dua day cream benar kenapa yg datang cuma satu set satu set harga saya beli dua set saya bayar,setau saya saya beli avoskin basic sakit set yang seharusnya isinya dua night cream dua day cream benar kenapa yang datang cuma satu set satu set harga saya beli dua set saya bayar
59,kecewa pengiriman lama produk yang datang tidak sesuai pesanan yg dibeli hari nunggu pengiriman barang datang malah tidak sesuai,kecewa pengiriman lama produk yang datang tidak sesuai pesanan yang dibeli hari menunggu pengiriman barang datang malah tidak sesuai
60,hai kak admin saya sudah kirim komplain karena isi hydrating treatmen essence nya bocor dan tumpah semua tpi sampai tgl agustus tidak ada pengembalian dana atau penukaran barang bagaimana ini yaa,hai kak admin saya sudah kirim komplain karena isi hydrating treatmen essence nya bocor dan tumpah semua tapi sampai tanggal agustus tidak ada pengembalian dana atau penukaran barang bagaimana ini ya
61,produknya gabisa dikeluarin udh dipencet gimanapun tetep gabisa keluar jd tutupnya harus di buka manual,produknya enggak bisa dikeluarin sudah dipencet gimanapun tetap enggak bisa keluar jadi tutupnya harus di buka manual
62,seperti barang lama ada belingnya gt saya komplain di instagram katanya wajar kl produknya meng kristal pdhl saya udh repurchase ini  baru ini yang meng kristal toko mau tanggung jwb retur barang tp saya repot hrs ke ekspedisi pd saat pandemi dan ongkir gosend tdk di tanggung saya kecewa bgt kayanya ini terakhir saya pakai avoskin bye bye avoskin,seperti barang lama ada belingnya begitu saya komplain di instagram katanya wajar kalo produknya meng kristal padahal saya sudah repurchase ini  baru ini yang meng kristal toko mau tanggung jawab retur barang tapi saya repot harus ke ekspedisi pada saat pandemi dan ongkir gosend tidak di tanggung saya kecewa banget kayanya ini terakhir saya pakai avoskin bye bye avoskin
63,barang nya gk segel,barang nya enggak segel
64,demi allah beli pcs tpi yg dikirim cm biji padahal dikardusnya jelas ketulis pcs tpi yg dateng cm kardusnya kecil bgt,demi allah beli pcs tapi yang dikirim cuma biji padahal dikardusnya jelas ketulis pcs tapi yang datang cuma kardusnya kecil banget
65,kecewa banget beli ini karena freenya trus pas di chat bilangnya untuk orang tertentu pdhal tidak dijelaskan sebelumnyaaa,kecewa banget beli ini karena freenya terus pas di chat bilangnya untuk orang tertentu padahal tidak dijelaskan sebelumnyaaa
66,kecewa bngt pdhl pengen bngt toner ini tp seller nya kurang teliti ga di cek dulu kerapatan tutup nya barang belum sampe tp udh dikasih tau sama ekspedisi klo paket nya hancur dan yg lebih mengecewakan lagi proses refund nya lama bngt pesan dr tanggal tgl pesanan ditolak dan udh dikonfirmasi sama ekspedisi nya tp jawaban admin avo sama toped gitu aja disuruh nunggu mulu sampe detik ini duit refund jg belum ada,kecewa banget padahal pengin banget toner ini tapi seller nya kurang teliti enggak di cek dulu kerapatan tutup nya barang belum sampai tapi sudah dikasih tau sama ekspedisi kalo paket nya hancur dan yang lebih mengecewakan lagi proses refund nya lama banget pesan dari tanggal tanggal pesanan ditolak dan sudah dikonfirmasi sama ekspedisi nya tapi jawaban admin avo sama toped begitu saja disuruh menunggu mulu sampai detik ini duit refund juga belum ada
67,beli ini buat temen dan dia bilang pas dibuka isinya hampir kosong dan seperti ga ada isinya sepertinya kesalahan produksi dan saya lihat ada banyak review lain yang mengalami hal yang sama padahal yang lain bagus tapi yang ini dissapointing banget rugi  dapetnya botol kosong hati hati untuk yang mau beli,beli ini buat teman dan dia bilang pas dibuka isinya hampir kosong dan seperti enggak ada isinya sepertinya kesalahan produksi dan saya lihat ada banyak review lain yang mengalami hal yang sama padahal yang lain bagus tapi yang ini dissapointing banget rugi  dapetnya botol kosong hati hati untuk yang mau beli
68,break out pake ini,break out pakai ini
69,produk di kirimkan sangat terlambat molor dua hari dari maximum yang dijanjikan akibatnya tidak terbawa oleh anak saya yang harus balik ke uk kami coba membatalkan pesanan ketika status masih dalam diproses dan kami sudah mengubungi merchant via chats dijawab ok namun produk tetap dipaksan dikirim meski tahu tanpa guna,produk di kirimkan sangat terlambat molor dua hari dari maximum yang dijanjikan akibatnya tidak terbawa oleh anak saya yang harus balik ke ukuran kami coba membatalkan pesanan ketika status masih dalam diproses dan kami sudah mengubungi merchant via chats dijawab ok namun produk tetap dipaksan dikirim meski tahu tanpa guna
70,harga normal dengan expired date yang mau abis kemasa berdebu apakah layak dengan harga segitu,harga normal dengan expired date yang mau habis kemasa berdebu apakah layak dengan harga segitu
71,packaging nya jelek banget ini sih kyk nya ad oknum yg mau ngambil barangnya kardusnya di buka di bagian samping yg ga di segel tolong next nya packing lbh baik lagi,packaging nya jelek banget ini sih kayak nya ada oknum yang mau ngambil barangnya kardusnya di buka di bagian samping yang enggak di segel tolong next nya packing lebih baik lagi
72,tertipu tidak ada gratis hadiah sarung seperti di gambar,tertipu tidak ada gratis hadiah sarung seperti di gambar
73,dijanjikan expired th tapi dapetnyabulan,dijanjikan expired tahu tapi dapetnyabulan
74,pesen masker yang dikirim my bad ga di video unboxing nya tapi kecewa banget bisa lalai bgt team packing nya please kerja yg fokus dan bener biar customer ga dirugikan begini ga semua orang sempet bikin video unboxing begitu so sorry kasih bintang karna beneran kecewa buat customer yang lain kalo baca ini please be more careful ya kalo pesen disini sesibuk apapun sempetin video unboxing,pesan masker yang dikirim my bad enggak di video unboxing nya tapi kecewa banget bisa lalai banget team packing nya please kerja yang fokus dan benar biar customer enggak dirugikan begini enggak semua orang sempat bikin video unboxing begitu so sorry kasih bintang karena benaran kecewa buat customer yang lain kalo baca ini please be more careful ya kalo pesan disini sesibuk apapun sempetin video unboxing
75,sangat amat kecewa dengan pelayanan official store satu ini barang cepat dikirim tp beli diantar baru pertama kali mengalami kejadian seperti ini dr official store kekeliruan ada di penjual dianggap sah tp pembeli tdk sempat unboxing tidak dapat ditoleransi padahal yang buka paket sudah lansia kalau tidak untuk membelikan orang tua sudah pasti ganti brand sangat kecewa,sangat amat kecewa dengan pelayanan official store satu ini barang cepat dikirim tapi beli diantar baru pertama kali mengalami kejadian seperti ini dari official store kekeliruan ada di penjual dianggap sah tapi pembeli tidak sempat unboxing tidak dapat ditoleransi padahal yang buka paket sudah lansia kalau tidak untuk membelikan orang tua sudah pasti ganti brand sangat kecewa
76,dari awal saya   saya langsung ajukan pembatalan karena salah masukan kupon chat saya dibalas tapi barang tetap saya dikirimkan makan tuh duit ngga ikhlas saya,dari awal saya   saya langsung ajukan pembatalan karena salah masukan kupon chat saya dibalas tapi barang tetap saya dikirimkan makan tuh duit enggak ikhlas saya
77,slow respon,slow respon
78,utk sunscreen nya bener ga recommend butuh waktu lama utk di tap tapi ujungnya ga rata mana mahal lg huhu,untuk sunscreen nya benar enggak recommend butuh waktu lama untuk di tapi tapi ujungnya enggak rata mana mahal lagi huhu
79,sudah sebulan lebih pake dan belum terlihat manfaatnya malah tambah jerawatan,sudah sebulan lebih pakai dan belum terlihat manfaatnya malah tambah jerawatan
80,yg diiklankan tidak sesuai,yang diiklankan tidak sesuai
81, ada bonus freenya, ada bonus freenya
82,pesen yang special edition dikirim yang biasa,pesan yang special edition dikirim yang biasa
83,pesen retinol dikirim refining,pesan retinol dikirim refining
84,barang ga kekirim respon admin kurang memuaskan mohon maaf,barang enggak kekirim respon admin kurang memuaskan mohon maaf
85,iritasi,iritasi
86,ternyata berat hanya gr sama kemasan gr,ternyata berat hanya gram sama kemasan gram
87,mini banget ini mah cepat habis kecewa berat,mini banget ini mah cepat habis kecewa berat
89,ga ada isinya,enggak ada isinya
90,hadiahnya ga dikirim kirim sudah nunggu bulan chat penjual dibilanh over load ini sudah mau bulan sangat mengecewakam pembeli percuma chat cs jawabannya sama diulang ulang,hadiahnya enggak dikirim kirim sudah menunggu bulan chat penjual dibilanh over load ini sudah mau bulan sangat mengecewakam pembeli percuma chat customer service jawabannya sama diulang ulang
91,sedih banget ini entah ekspektasi ku ketinggian atau gimana isinya bahkan untuk sekali pakai ruas jari pun ndak cukup ditekan isinya angin semua serius memang segini atau gmna padahal sebelumnya beli di official serum dll ok ok aja isinya penuh udah seneng packagingnya bagus tebel tapi kalau memang isinya cuma segini macam sekali pakai dengan harga diatas  ok sangat tidak rekomen saya jarang banget isi review panjang kali lebar apalagi semengecewakan ini,sedih banget ini entah ekspektasi ku ketinggian atau bagaimana isinya bahkan untuk sekali pakai ruas jari pun indak cukup ditekan isinya angin semua serius memang segini atau bagaimana padahal sebelumnya beli di official serum dll ok ok saja isinya penuh sudah senang packagingnya bagus tebal tapi kalau memang isinya cuma segini macam sekali pakai dengan harga diatas  ok sangat tidak rekomen saya jarang banget isi review panjang kali lebar apalagi semengecewakan ini
92,yang rela beli tengah malam malah ga dapat gift dan harganya lebih mahal sistem online shop paling buruk pantas dapat bintang,yang rela beli tengah malam malah enggak dapat gift dan harganya lebih mahal sistem online shop paling buruk pantas dapat bintang
93,pake ekspedisi yang bener,pakai ekspedisi yang benar
94,tidak ada keterangan detil mengenai ukuran berat isi produk tidak tertulis di deskripsinya bahwa isinya hanya  bahkan di foto produk juga tidak menampilkan keterangan berat dari isi produk,tidak ada keterangan detil mengenai ukuran berat isi produk tidak tertulis di deskripsinya bahwa isinya hanya  bahkan di foto produk juga tidak menampilkan keterangan berat dari isi produk
95,system free gift disini tidak transparan dan sangat membingungkan itulah yang mengecewakan dan layak untuk dpt bintang,system free gift disini tidak transparan dan sangat membingungkan itulah yang mengecewakan dan layak untuk dapat bintang
96,hadiah nya tidak ada,hadiah nya tidak ada
97,pelayanan bintang,pelayanan bintang
98,botol terbuka barang tumpah,botol terbuka barang tumpah
99,free giftnya smpai skrg blm dikirim beberapa  ditanyakan ke adminny cm jawab nanti dicek nanti dicek kl mmg gk niat kasih gk usah dicantumkan lain ,free giftnya sampai sekarang belum dikirim beberapa  ditanyakan ke adminny cuma jawab nanti dicek nanti dicek kalo memang enggak niat kasih enggak usah dicantumkan lain 
100,hadiah tidak ada,hadiah tidak ada
101,gadapet gift,gadapet gift
102,kecewa banget ga sesuai dengan promonya di gambar kedua toko harusnya kasih retinol mask sheet tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali komplain di gambar ketiga ga pernah ditanggapi oleh toko yang labelnya official store sebagai official store harusnya sudah ga ada kesalahan dan ketidakbenaran hal hal sepele seperti ini di gambar keempat toko langsung update gambar produk seolah cuci tangan dalam hal pengiriman juga lelet banget giliran nanya nanya untuk beli produknya gerak cepet banget giliran komplain boro boro dibales kecewa banget,kecewa banget enggak sesuai dengan promonya di gambar kedua toko harusnya kasih retinol mask sheet tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali komplain di gambar ketiga enggak pernah ditanggapi oleh toko yang labelnya official store sebagai official store harusnya sudah enggak ada kesalahan dan ketidakbenaran hal hal sepele seperti ini di gambar keempat toko langsung update gambar produk seolah cuci tangan dalam hal pengiriman juga lelet banget giliran bertanya bertanya untuk beli produknya gerak cepat banget giliran komplain boro boro dibales kecewa banget
103,saya ga kecewa dgn produknya tapi saya kecewa dgn pelayanannya saya order satu dikirim untung sy jujur yah sy chat dong adminnya kok dikirim dua apa emang dpt brgnya dua sesuai dgn di gmbr adminnya blg bukan itu hanya memperlihatkan tampak depan dan belakang adminnya minta mau ga gw bayar brgnya atau balikin brg lebihnya lucu ya dia yg salah jadi nyusahin saya kalau gw ga jujur mah diem aja gw dpt dua barang saya di chat terus bisa gak dikirim balik brgnya saya bilang ok nanti saya kirim balik skr diteror mulu udah dikirim balik blm barangnya dengan saya bilang saya akan kirim balik aja udah niat baik saya di chat mulu kok jadi kayak saya yg salah yah adminnya yg salah kok jadi kaya saya yg curi barangnya yah rugi waktu tau sayang banget nih avoskin produknya bagus tapi karyawannya ga kompeten gak suka saya diteror mulu tunggu aja brgnya dtg,saya enggak kecewa dengan produknya tapi saya kecewa dengan pelayanannya saya order satu dikirim untung saya jujur ya saya chat dong adminnya kok dikirim dua apa memang dapat brgnya dua sesuai dengan di gmbr adminnya bilang bukan itu hanya memperlihatkan tampak depan dan belakang adminnya meminta mau enggak gue bayar brgnya atau balikin barang lebihnya lucu ya dia yang salah jadi menyusahkan saya kalau gue enggak jujur mah diam saja gue dapat dua barang saya di chat terus bisa enggak dikirim balik brgnya saya bilang ok nanti saya kirim balik sekarang diteror mulu sudah dikirim balik belum barangnya dengan saya bilang saya akan kirim balik saja sudah niat baik saya di chat mulu kok jadi kayak saya yang salah ya adminnya yang salah kok jadi kayak saya yang curi barangnya ya rugi waktu tau sayang banget nih avoskin produknya bagus tapi karyawannya enggak kompeten enggak suka saya diteror mulu tunggu saja brgnya datang
104,pesan oct sampai oct dalam keadaan kuyup karena sudah habis isinya ,pesan oct sampai oct dalam keadaan kuyup karena sudah habis isinya 
105,isinya dikit dipencet ga keluar nyesel,isinya dikit dipencet enggak keluar menyesal
106,kecewa sudah hubungi pihak avoskinnya tapi tidak di respon,kecewa sudah hubungi pihak avoskinnya tapi tidak di respon
107,bocor basah semuanya hampir habis essence nya,bocor basah semuanya hampir habis essence nya
