,Review,Review_norm
353,tipe kulitku kombinasi hasil akhirnya matte juga ga lengket dan pas awal pakai lumayan lembab,tipe kulitku kombinasi hasil akhirnya matte juga enggak lengket dan pas awal pakai lumayan lembab
354,keren banget dapet harga an pcs sering sering deh toped ngasih diskon kalau produk azarine mah gausah ditanya pastika mantulity bangett lope sekebon,keren banget dapat harga an pcs sering sering deh toped mengasih diskon kalau produk azarine mah enggak usah ditanya pastika mantulity banget love sekebon
355,tipe kulitku kombinasi pertama kali pakai produk azarine tidak ada reaksi negatif  kulit bangun tidur kulit tidak kelihatan berminyak semoga bisa cocok pengiriman lebih cepat sampai kemasan jg rapi,tipe kulitku kombinasi pertama kali pakai produk azarine tidak ada reaksi negatif  kulit bangun tidur kulit tidak kelihatan berminyak semoga bisa cocok pengiriman lebih cepat sampai kemasan juga rapi
357,twin pack harusnya dapat pcs tapi hanya dapat baru sempet buka setelah pesanan selesai jadi nggak bisa komplain,twin pack harusnya dapat pcs tapi hanya dapat baru sempat buka setelah pesanan selesai jadi enggak bisa komplain
358,cocok banget di kulit oily ga bikin perih,cocok banget di kulit oily enggak bikin perih
359,cepet banget meresap jadi gk perlu nunggu lama cepet banget keringnya gk lengket ada sensani mint nya di wajah bikin seger tapi sayang setelah beberapa jam bikin berminyak tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,cepat banget meresap jadi enggak perlu menunggu lama cepat banget keringnya enggak lengket ada sensani mint nya di wajah bikin segar tapi sayang setelah beberapa jam bikin berminyak tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar
360,uda mirip artis korea,sudah mirip artis korea
361,uda mirip oppa sekarang,sudah mirip oppa sekarang
362,review akan di update klo sesuai dikulit,review akan di update kalo sesuai dikulit
363,produk diterima dengan baik dan aman packing dengan kardus dan bubble wrap expores produk nya masih lama belum dicoba produknya pengiriman lumayan cepat respon penjual cepat terima kasih seller dan ekspedisi,produk diterima dengan baik dan aman packing dengan kardus dan bubble wrap expores produk nya masih lama belum dicoba produknya pengiriman lumayan cepat respon penjual cepat terima kasih seller dan ekspedisi
364,dulu pake yg spf moisturizer udah cocok banget skrg coba yg spf hydrashoote semoga cocok juga exp,dulu pakai yang spf moisturizer sudah cocok banget sekarang coba yang spf hydrashoote semoga cocok juga exp
365,wadahnya minii compact ringan dipake ke mana mana shadesnya cocok utk aku yg kulitnya sawo mateng,wadahnya minii compact ringan dipakai ke mana mana shadesnya cocok untuk aku yang kulitnya sawo mateng
366,tipe kulitku kering tipe kulitku normal dtgnya cepet packagingnya man ko bublenya tebel udh yg ke kalinya jd karna emng dah nyaman aja make ini ,tipe kulitku kering tipe kulitku normal dtgnya cepat packagingnya man kok bublenya tebal sudah yang ke kalinya jadi karena memang deh nyaman saja memakai ini 
367,udah order berkali biasanya aman tp kali ini kurang barangnya mau komplain tp lupa video unboxing semoga lain kali lebih teliti ya packingnya salah satu sunscreen lokal kesayangan worth to buy,sudah order berkali biasanya aman tapi kali ini kurang barangnya mau komplain tapi lupa video unboxing semoga lain kali lebih teliti ya packingnya salah satu sunscreen lokal kesayangan worth tapi buy
368,agak kecewa sm pengemasannya kardusnya peyok dalemnya gak ada bubble wrap biasanya ada bubble wrap nya untung paketnya aman,agak kecewa sama pengemasannya kardusnya peyok dalemnya enggak ada bubble wrap biasanya ada bubble wrap nya untung paketnya aman
369,ringan bgt tipe tekstur moist yg kusuka cocok bgt buat kulit super berminyak,ringan banget tipe tekstur moist yang kusuka cocok banget buat kulit super berminyak
370,suka ingredientsnya mudahan cocok terima kasih,suka ingredientsnya mudahan cocok terima kasih
371,tipe kulitku berminyak tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku sensitif
372,bagussssss,bagus
